"id","movie_id","genre_id"
"2b3b7e09-c1d4-4847-92dc-91fde0a0edb1",34584,18
"49c84e41-a683-487a-a91a-400665983584",34584,10751
"b3e492b5-e934-4cda-8d96-b70c0496ee8e",34584,14
"b5558bbe-8adf-4f40-8357-d83faef3cd1d",34584,12
"62a4762e-179e-448a-a6cf-cd98ce55bc4f",6114,10749
"db2cf05f-984b-4faa-93d9-16bec3efd90d",6114,27
"0bbc4651-d9c9-471c-bec1-d7967c4c3563",492452,18
"b812667f-1b7f-4919-ab7e-fdb7b5bc9412",454652,18
"2fa8e1c3-85e4-41b1-9815-48bb1b54bb68",454652,36
"5a7d4d60-bad3-4205-83d4-608e332c39f2",591,53
"c58f763d-f6a6-432f-824d-34344c344e0e",591,9648
"e48fe399-fde9-4fc1-953e-8399d4f4826d",567733,53
"baf16d7a-de73-4302-948c-9e5f815ec81e",567733,80
"1b7b767d-639d-4dd4-992c-f7a6d3f5e962",567733,18
"4e7f5740-f81d-4968-933f-751df455a5aa",438808,80
"5afb9a24-9ede-4dff-ab0b-547434c87872",438808,18
"78bc8a89-6bde-4626-8e1a-c9bd5ad377b1",465914,18
"23fe43fe-9cac-4b06-b6d0-5b3fb8de11d5",465914,10749
"ac2949d7-05e1-4099-911e-4f1f595e9e81",465914,80
"078ef894-9d06-43be-90ff-0d13ee75b740",398173,18
"926cf659-9dc6-40ab-b822-5773aa2ea51b",398173,27
"b287c7fb-f473-4c91-bf52-42cc54dd94dc",398173,80
"d0993062-9ed0-4a79-8011-fca361ec3ab7",398173,53
"b6c3099d-f687-4e1e-a7d2-27062196b966",505262,16
"66f7bcf2-0aa8-4396-9f47-fbd92fe51898",505262,28
"674b1923-d2a4-47a9-95f3-42565c48b48d",505262,35
"6efcd99b-4224-4357-9013-3f06090e96f5",505262,14
"9308c4c5-70d8-454b-85c7-1945eebda768",505262,12
"6966c4d8-2ed0-442e-855b-20c8901ce336",13448,53
"ace01941-b166-4aa9-9ab1-0a0b499e5a9c",13448,9648
"ebea9a30-cefb-46a0-a65e-f667f7edf32a",394741,35
"1be9a1d0-f861-4d5e-8061-14c3f3b27e9e",394741,18
"39aa41c3-9362-4858-87c2-de95c86118e3",535167,878
"cf968b0f-5cc0-489f-8c3d-cfc8d64e675d",437586,35
"06c22470-984c-4cf2-9c1e-77fe818a3fbc",437586,18
"580ffb53-1282-47c5-bc8d-26e6726b5fe1",483184,80
"87f34252-d65b-4f75-9fda-19c719ab9151",483184,18
"43557e04-5897-403f-abd3-28fb3aeb8d0e",483184,53
"0905eef1-35b6-427a-b2ca-577425f6ff98",517093,18
"c8ff82b7-5661-4d5d-a289-1eba3be21800",517093,28
"a689fa4d-1579-454e-9446-5319da96692c",507076,18
"94d0a8af-e143-4855-ba29-21c9fed71238",507076,10402
"0a6821ff-3c57-4032-b99a-82b291fb57de",507076,27
"899455f4-897f-40a9-958a-4cea3a1114c1",486947,18
"36f28cba-e559-45e4-a02b-9903669fbaab",486947,80
"62e4d65f-5dd4-49a7-add6-ee3bdd866d9e",486947,53
"0335f19b-fd36-4037-a92f-257d9e618bcd",451915,18
"2beebc35-ce70-487a-93d9-693ab46a7562",401200,18
"f178c5c7-8416-40c0-819b-6d50ceb14927",401200,36
"31e79951-b763-4341-ab1e-749cb4a515d5",401200,53
"6b5f7fe7-4659-4fac-a95f-c4ffd0c005be",401200,28
"130191c7-2791-4415-a963-813df24f5fa7",402897,35
"7def7400-c146-4e8c-8357-9aeb56daced1",402897,36
"20593266-3fbf-4b4c-91d6-6f9a04cc943f",515042,99
"9c4114ca-e3e0-4862-80cd-01a5cbfa33f4",451480,10749
"4b06e676-1e10-4fd5-a21e-a7c1801165e3",451480,18
"12b001d1-18fb-4356-b33a-d047d64eee49",451480,36
"aecc59ea-a783-4d46-9c83-08f42c651801",472734,35
"89b2a2a3-688d-495f-b380-cb306fd4d280",472734,18
"3057a6e9-56f2-4e79-912b-6515fe7efd4e",513421,27
"17b9c880-a7a7-45c1-8e67-fd75ed6f5976",513421,53
"1c90312b-f02d-4d6a-a96c-32b315f56335",449459,53
"ac012544-3230-45c9-9366-0fa79fa206b3",449459,18
"c82e9d92-05be-4ce3-8c79-edf65be0820a",449459,9648
"e9cc7ea0-fe91-44b2-b2a2-3c12209af706",502682,35
"d3f20272-c9f2-41a5-a40f-b536a3d84612",502682,10749
"2a709daa-8789-4d1a-8b74-6c4fd39e5a29",502682,18
"0e17159f-56ba-4291-ba2a-c39bee2d0518",458131,18
"9adb68c2-5c53-423e-a145-90fce4230cea",458131,36
"54d81736-338d-47e1-80f1-579699bc578c",417670,18
"64aff490-7927-46e0-8bb0-7ef8f6af32d7",401545,18
"aacd0610-a488-4c93-81db-d2f985369a14",401545,80
"96920290-f36f-4ab2-9e02-e0b978689fd7",401545,9648
"38dacdf4-f138-446f-a18f-0c9c34822223",401545,53
"9d300a46-4ca0-4094-a5cb-34d85c471adf",507411,16
"f64d9274-dfd7-48c3-ac28-31c58aec0764",507411,14
"51c16f3a-226f-4e0a-a743-1081efa22107",283601,18
"4fd933e9-60b7-460f-af91-3dd19fa750b6",283601,53
"9e6b2554-e74d-4c95-8c42-1f90627177fa",283601,28
"dcbb2884-ab57-4248-b09e-8307dc47e453",283601,80
"debb1ee5-c465-4da9-a484-ef3b50a05dfb",475215,16
"56dd9c36-c46b-4242-8dcb-c4b92ad38730",475215,14
"d871c562-6c43-487a-892a-cbd30d66418f",475215,12
"320f4686-6c5b-4603-a687-1bc9b27e6140",475215,10751
"15da9b99-f368-4df5-9c9a-dab58a8ab57a",13597,12
"8f9bf5ef-7c26-427a-b844-e837d75d4d46",13597,10751
"92fc3e79-6285-4cc3-a8b6-f00716b15ee0",13597,14
"5c1ed1c3-14ac-4fc2-955b-b460f2b272c3",479226,80
"e0419c93-eae0-48e5-b595-f0e5eb8e4b95",479226,53
"37845e8e-7dd3-4b3a-8b12-c6be584cb620",479226,9648
"42af9e7c-1aa8-4c3c-8761-c9754aecee9c",475132,18
"b8c92180-20c3-4b56-beec-6b5a54be14c6",475132,10752
"1d406a64-e11e-4017-89da-4443e9604bda",532671,27
"e5c0561b-b047-43a1-8627-f7174b40d39a",532671,53
"681e8359-50c0-43a6-8b08-95a44154c73d",505953,18
"b210fcef-6da7-424f-add5-0c26ef5dba37",505953,10751
"e895b1bc-7371-4ab2-bfb3-7e6b070816f1",556271,18
"54f8a99c-75ab-4d73-aa8a-0d3a494d7c6c",556271,36
"12e61647-0a30-434e-af30-19d7392685d9",556271,10749
"80f57677-3160-4985-9542-9a3ddd50bf2f",451713,18
"763ae125-b520-47f6-aa99-4701be02c6b5",509,10749
"1311f498-302c-4e3b-9697-4555615a60c9",509,35
"3dbc6749-9d89-4531-8040-c0f4d5992ef0",509,18
"8f33831d-ff8c-4555-9eaf-43ed1346dd15",291984,18
"0969d14d-3c26-4a2a-8cc4-0d4e6519c5a8",429202,18
"bc4a7178-9418-4820-987f-95aa205dea65",429202,10402
"436ae30f-9961-4d63-b80b-0385307903cb",426613,18
"e7f1eb21-1cc3-4474-a44c-89348c782e78",470878,18
"221dfe10-487b-423c-b471-3a78740e4b1a",470878,10751
"b33d0fec-e592-4d4f-b0b8-a6063f128b14",470878,10402
"36f66ae7-a1f3-4811-b35c-3b8637eecd6e",429203,35
"6a032cfc-bac5-46d2-a4e8-22dcb867f326",429203,80
"8d1addd9-91dc-4073-b098-da997442a4eb",429203,18
"3cc6bfac-f86e-42a5-b171-06d79943e53c",451918,18
"3ba6b529-c445-4aac-a9b9-487b68938886",451918,53
"04aee1b7-71be-4cf9-91d8-ab176af9facd",520360,80
"b3e2877d-ab49-4dec-904f-874364bda234",520360,18
"124a4695-2938-4acd-a18b-18126fa2aeb4",476764,18
"07774936-d719-41c2-8be1-41734fb95411",476764,36
"aa8e895c-7a2e-41b5-a08e-d9bacc7d3a4e",297725,35
"26fd67f1-ba85-41cf-98be-0fbb7e6125b3",297725,14
"37b48052-8b37-42c0-9311-389325c44e03",544431,9648
"6c11c9a5-d619-47c6-b9a9-a89e1391f243",544431,27
"736d95b4-8bcc-4236-9f22-1cff7eeb5aa6",544431,53
"3dbca15b-95d9-4c9b-bf9c-4e5f78edac19",517331,53
"e8092b91-b721-43cb-8fc5-6c6d4a992ca6",517331,9648
"33ff7747-8636-45fd-b4b0-cef0c2066bae",517331,18
"de40ab8e-3283-449d-85f1-60e10af753e8",471506,53
"99775139-4265-4771-9e46-2e03e02e8241",471506,18
"8cdab3a0-599c-48b0-a582-04ba6bebbd38",471506,27
"4e6642d4-a99a-4e48-819e-ecc90127b80b",471506,9648
"b1357ab1-ca67-419f-80b1-60befa82acae",472451,18
"d09fdf7f-e3a0-4318-ac13-d82933272f0b",512412,80
"a32c6b00-d53f-4218-9a2b-6262abfbe242",512412,18
"967460b7-ab8b-4741-9576-8700a0a0c848",440918,10402
"f8c7eaa0-fcbb-407d-9f89-70adf96871c0",440918,18
"4114f77d-cae7-4734-9a36-e69c76a52058",412157,53
"8246c233-08f8-459d-837c-ecdd69009bd9",412157,9648
"affe795a-0fd8-4d55-b20e-01ef3e3baaa0",11906,27
"8d537c1c-f653-4ded-a201-c633d38dba36",517839,53
"350345ce-4739-4c44-9a86-2264c0bd4c1d",517839,14
"2930f669-1450-4cd2-92b2-d93b60f714ef",517839,10749
"b327cd42-ed94-4ec4-9672-e799e56a21c2",517839,878
"e489b364-ea24-4aff-a1a7-c24076729f25",517839,18
"0290c610-0472-4ebd-a031-b24b72f93a4f",407439,18
"2ef516c3-c390-4413-b0a0-d3b54685396f",407439,36
"5b5b8f55-99ca-4aca-b23c-dc1dcbbd845f",454699,16
"9daad43b-2cf3-42c9-b12f-7ea20150ba6f",454699,10751
"6bd2799e-e2cb-40b9-80ad-fb2d27de1f74",454699,14
"a4c9b386-cf99-4a25-9059-c17186d7e922",454699,27
"7eb18afa-da11-4c3d-8679-a5b87511977e",454699,35
"9a42456c-0450-4534-ba56-c65dbb341c23",470894,53
"c968b11e-6411-4d4f-a3d3-3cd4e3a4b0e6",470894,878
"e4acbe56-65fb-47c0-b635-27c8bc9aa0e2",470894,18
"3f53b08f-05c0-4141-babf-fe3c557b8347",543033,16
"d2d95c4c-f3bf-4f79-bfd8-c66d168c8c54",543033,28
"82952f18-ad3d-49b1-a7ca-b8112cef0c8c",543033,53
"4ba545d5-8a3b-408b-93af-07962b034482",543033,80
"ed9f2fcf-6780-40a7-b5a3-6aca0d8726f2",417812,18
"b651101e-7bf2-4717-aea2-1c6b6f18b2ff",463858,35
"58cabe46-97f4-4d99-8e3a-f8ee85105d80",463858,18
"de84c28e-aeb2-4b19-a9b7-aad0b56fef4f",520679,18
"82a15e15-bb92-4480-88b8-c22e45b04663",520679,10402
"141528f5-6d88-4fd7-9415-310f79145fc5",489927,18
"ba6e7b94-d3d5-4c7d-9c4e-f376c6d87644",483983,53
"9585565d-a147-40b1-a2db-2250c38f4538",483983,36
"3320eeba-ccea-45d0-861e-246f38b6d3a9",483983,18
"bab095a0-5cc0-4dd2-b265-4617abf4eee1",427033,18
"689481e0-a183-4793-8cd3-05223168b37c",340674,80
"31f67c42-deed-4cc2-a74f-49122897d812",340674,53
"59d38127-1ec9-4fa6-9bf4-fd16511215ff",340674,18
"481291af-b37a-4ee4-885f-957e502dfefa",514619,35
"efc0c826-3588-40d2-be36-1473838e39b2",514619,18
"8ba59a4a-f12b-493f-bfaf-c10c512864c9",514619,10749
"7eb67dc2-3b14-4904-8f07-2fa2fcf4f9ae",484437,27
"53cd9f5c-77ee-4cff-8107-3c438f30aab1",420426,28
"74d96e70-957d-49e7-b22c-f94207fdfff0",420426,14
"3b680dd9-958c-4cb3-aef7-4e490b0541db",420426,12
"a5e36293-3cf1-48ec-8be7-5f20a5f5766a",423612,36
"c723c8b6-68cb-4413-bee8-798e5fdd440f",423612,18
"18a53b30-c395-49de-a0ea-3bb3ce6925da",423612,53
"93b8246e-9583-4280-8d20-e2c3f36ad831",472226,35
"65b786fa-8b1d-4dba-b85f-12c37bd37ee1",472226,27
"65024fc4-bec1-4c99-9c88-981c9fcb7c74",432616,18
"e6521bd4-4a9d-4e8c-868e-ee16f45f8e91",432616,10749
"db090091-7753-4a89-a3f3-1aea60ebf4a9",429174,18
"80d6ec66-a75f-4f00-9d26-d43843a27b7e",512092,35
"4b3f04a9-ee0f-4818-9c30-68192a864958",512092,18
"d705462f-5dca-40fc-9944-0d3aeb494ec2",481432,18
"83ff83e4-1553-45b5-8aeb-ca20d6c6495d",494974,53
"f90a9098-8464-46af-bffe-973007e64f04",494974,18
"506126b9-1547-4b01-844f-04de0b87f50f",450487,53
"e66277db-8203-45a2-9a9d-148deadc1ab5",450487,18
"7295aa75-8978-477c-813f-edc217723eb3",450487,878
"4b609c71-8699-47f7-b588-0ad9735a65da",514575,18
"f4b9721e-0c0b-477d-9585-7c8b981da5bf",514575,80
"0480092f-8411-4364-b870-6d11e1759a53",514575,36
"771f00c1-1f8b-4f79-be9f-cf8c874bb3c3",507505,80
"650f4de6-8da5-4c8b-a6aa-5d3ffd1cee87",507505,18
"72a49410-8b15-4eff-b829-0bb4c1d0f430",581361,80
"c5cbaed2-dfb2-465b-8bd3-a26265a1f80f",581361,18
"429458df-5ba6-4ed7-aa85-8f450fa5421a",581361,9648
"1981f08b-5dc2-4ef3-a9cb-2c0e59bde303",581361,53
"3c484363-e346-4776-bb1e-666037f449c0",354279,35
"063e8654-9e0c-4c76-8c62-06c5f8215273",354279,10402
"fc70dcbe-372b-486c-adba-823a73b11f1a",354279,10751
"f3133acc-c793-4563-9665-598d9aacf591",354279,16
"6b7c3a92-7489-4b25-850e-b22c92fa5fe3",515916,18
"f066442b-295a-46b3-9d22-1f91a41efcf3",565719,99
